scene	numLines
I.1	0
I.2	0
I.3	20
I.4	0
I.5	0
I.6	0
I.7	0
I.8	0
I.9	0
I.10	0
II.1	4
II.2	0
II.3	0
III.1	0
III.2	0
III.3	0
IV.1	1
IV.2	4
IV.3	0
IV.4	0
IV.5	0
IV.6	0
IV.7	0
V.1	0
V.2	0
V.3	6
V.4	0
V.5	0
V.6	0
