scene	numLines
I.1	0
I.2	0
II.1	0
II.2	0
II.3	0
III.1	0
III.2	0
III.3	0
IV.1	0
IV.2	0
IV.3	84
IV.4	189
V.1	0
V.2	21
V.3	0
