scene	numLines
I.1	0
I.2	0
II.1	0
II.2	0
II.3	0
II.4	38
III.1	0
III.2	0
III.3	0
III.4	0
III.5	11
III.6	0
III.7	50
IV.1	0
IV.2	10
IV.3	0
IV.4	0
IV.5	6
IV.6	0
IV.7	0
IV.8	0
V.1	0
V.2	0
