scene	numLines
I.1	0
I.2	0
I.3	93
II.1	0
II.2	0
II.3	19
III.1	0
III.2	0
III.3	2
IV.1	0
IV.2	0
IV.3	0
IV.4	0
IV.5	28
V.1	0
V.2	0
V.3	0
V.4	0
V.5	14
V.6	0
V.7	0
V.8	0
V.9	2
V.10	0
