scene	numLines
I.1	0
I.2	0
I.3	0
II.1	25
II.2	0
II.3	24
III.1	0
III.2	0
III.3	3
IV.1	0
IV.2	0
IV.3	0
IV.4	0
IV.5	21
V.1	3
V.2	0
V.3	0
V.4	0
V.5	1
V.6	5
V.7	0
V.8	0
V.9	2
V.10	0
