scene	numLines
I.1	0
I.2	0
I.3	0
II.1	72
II.2	0
II.3	54
III.1	0
III.2	0
III.3	44
IV.1	0
IV.2	0
IV.3	0
IV.4	0
IV.5	0
V.1	54
V.2	20
V.3	0
V.4	28
V.5	0
V.6	0
V.7	12
V.8	0
V.9	0
V.10	0
