scene	numLines
I.1	37
I.2	145
I.3	0
II.1	0
II.2	0
II.3	0
III.1	80
III.2	54
III.3	0
IV.1	0
IV.2	30
IV.3	0
IV.4	16
IV.5	0
V.1	0
V.2	0
V.3	9
V.4	0
V.5	0
V.6	0
V.7	0
V.8	0
V.9	0
V.10	23
