scene	numLines
I.1	61
I.2	0
I.3	0
II.1	58
II.2	0
II.3	59
III.1	0
III.2	46
III.3	0
III.4	0
III.5	0
IV.1	12
IV.2	0
V.1	64
V.2	0
V.3	7
V.4	6
