scene	numLines
I.1	25
I.2	60
I.3	46
I.4	0
I.5	0
II.1	0
II.2	86
II.3	26
II.4	0
II.5	0
II.6	16
II.7	29
III.1	0
III.2	20
III.3	0
III.4	25
III.5	0
III.6	0
III.7	23
III.8	0
III.9	4
III.10	0
III.11	58
III.12	0
III.13	113
IV.1	0
IV.2	43
IV.3	0
IV.4	32
IV.5	11
IV.6	0
IV.7	5
IV.8	40
IV.9	0
IV.10	9
IV.11	0
IV.12	47
IV.13	0
IV.14	110
IV.15	23
V.1	0
V.2	0
