name,color
Suffolk,"d3.hsl(185, 1, 0.2)"
King henry vi,"d3.hsl(185, 1, 0.211029411765)"
Queen margaret,"d3.hsl(185, 1, 0.222058823529)"
All,"d3.hsl(185, 1, 0.233088235294)"
Gloucester,"d3.hsl(185, 1, 0.244117647059)"
Cardinal,"d3.hsl(185, 1, 0.255147058824)"
Salisbury,"d3.hsl(185, 1, 0.266176470588)"
Warwick,"d3.hsl(185, 1, 0.277205882353)"
York,"d3.hsl(185, 1, 0.288235294118)"
Buckingham,"d3.hsl(185, 1, 0.299264705882)"
Somerset,"d3.hsl(185, 1, 0.310294117647)"
Duchess,"d3.hsl(185, 1, 0.321323529412)"
Messenger,"d3.hsl(185, 1, 0.332352941176)"
Hume,"d3.hsl(185, 1, 0.343382352941)"
First petitioner,"d3.hsl(185, 1, 0.354411764706)"
Second petitioner,"d3.hsl(185, 1, 0.365441176471)"
Peter,"d3.hsl(185, 1, 0.376470588235)"
Horner,"d3.hsl(185, 1, 0.3875)"
Bolingbroke,"d3.hsl(185, 1, 0.398529411765)"
Spirit,"d3.hsl(185, 1, 0.409558823529)"
Margaret jourdain,"d3.hsl(185, 1, 0.420588235294)"
Townsman,"d3.hsl(185, 1, 0.431617647059)"
Simpcox,"d3.hsl(185, 1, 0.442647058824)"
Wife,"d3.hsl(185, 1, 0.453676470588)"
Mayor,"d3.hsl(185, 1, 0.464705882353)"
Beadle,"d3.hsl(185, 1, 0.475735294118)"
Both,"d3.hsl(185, 1, 0.486764705882)"
First neighbour,"d3.hsl(185, 1, 0.497794117647)"
Second neighbour,"d3.hsl(185, 1, 0.508823529412)"
Third neighbour,"d3.hsl(185, 1, 0.519852941176)"
First 'prentice,"d3.hsl(185, 1, 0.530882352941)"
Second 'prentice,"d3.hsl(185, 1, 0.541911764706)"
Servants,"d3.hsl(185, 1, 0.552941176471)"
Servant,"d3.hsl(185, 1, 0.563970588235)"
Herald,"d3.hsl(185, 1, 0.575)"
Sheriff,"d3.hsl(185, 1, 0.586029411765)"
Stanley,"d3.hsl(185, 1, 0.597058823529)"
Post,"d3.hsl(185, 1, 0.608088235294)"
First murderer,"d3.hsl(185, 1, 0.619117647059)"
Second murderer,"d3.hsl(185, 1, 0.630147058824)"
First murder,"d3.hsl(185, 1, 0.641176470588)"
Commons,"d3.hsl(185, 1, 0.652205882353)"
Vaux,"d3.hsl(185, 1, 0.663235294118)"
Captain,"d3.hsl(185, 1, 0.674264705882)"
First gentleman,"d3.hsl(185, 1, 0.685294117647)"
Master,"d3.hsl(185, 1, 0.696323529412)"
Master's-mate,"d3.hsl(185, 1, 0.707352941176)"
Second gentleman,"d3.hsl(185, 1, 0.718382352941)"
Whitmore,"d3.hsl(185, 1, 0.729411764706)"
Bevis,"d3.hsl(185, 1, 0.740441176471)"
Holland,"d3.hsl(185, 1, 0.751470588235)"
Cade,"d3.hsl(185, 1, 0.7625)"
Dick,"d3.hsl(185, 1, 0.773529411765)"
Smith,"d3.hsl(185, 1, 0.784558823529)"
Clerk,"d3.hsl(185, 1, 0.795588235294)"
Clerk,"d3.hsl(185, 1, 0.806617647059)"
Michael,"d3.hsl(185, 1, 0.817647058824)"
Sir humphrey,"d3.hsl(185, 1, 0.828676470588)"
William stafford,"d3.hsl(185, 1, 0.839705882353)"
Say,"d3.hsl(185, 1, 0.850735294118)"
Scales,"d3.hsl(185, 1, 0.861764705882)"
First citizen,"d3.hsl(185, 1, 0.872794117647)"
Soldier,"d3.hsl(185, 1, 0.883823529412)"
Clifford,"d3.hsl(185, 1, 0.894852941176)"
Iden,"d3.hsl(185, 1, 0.905882352941)"
Edward,"d3.hsl(185, 1, 0.916911764706)"
Richard,"d3.hsl(185, 1, 0.927941176471)"
Young clifford,"d3.hsl(185, 1, 0.938970588235)"
