character	scene	value
2	1	20.0
1	1	81.0
6	2	6.0
2	2	3.0
1	2	45.0
5	2	5.0
3	2	39.0
4	2	6.0
7	3	19.0
11	3	4.0
9	3	35.0
10	3	12.0
8	3	32.0
12	4	2.0
14	4	8.0
13	4	7.0
15	4	7.0
5	4	2.0
4	4	6.0
3	4	71.0
7	5	10.0
11	5	12.0
9	5	27.0
10	5	45.0
8	5	7.0
18	6	8.0
19	6	2.0
16	6	28.0
17	6	26.0
4	6	38.0
3	7	100.0
11	8	24.0
7	8	1.0
22	8	9.0
8	8	4.0
23	8	15.0
20	8	32.0
9	8	10.0
21	8	9.0
24	9	13.0
3	9	88.0
25	10	64.0
26	10	37.0
17	11	16.0
27	11	14.0
16	11	41.0
18	11	31.0
9	12	13.0
3	12	26.0
20	12	36.0
28	12	14.0
21	12	13.0
29	12	1.0
19	13	3.0
30	13	23.0
17	13	36.0
18	13	35.0
31	13	5.0
33	14	1.0
34	14	6.0
32	14	3.0
3	14	67.0
20	14	5.0
9	14	6.0
21	14	1.0
35	14	13.0
29	14	1.0
30	15	5.0
18	15	47.0
36	15	29.0
19	15	2.0
17	15	16.0
31	15	4.0
12	16	3.0
29	16	1.0
38	16	2.0
28	16	10.0
37	16	7.0
5	16	6.0
4	16	3.0
3	16	71.0
11	17	41.0
39	17	21.0
9	17	39.0
30	18	21.0
17	18	25.0
18	18	17.0
27	18	38.0
4	19	70.0
3	19	31.0
29	20	1.0
3	20	34.0
20	20	43.0
28	20	9.0
21	20	8.0
35	20	7.0
4	20	2.0
41	21	1.0
40	21	1.0
20	21	31.0
4	21	5.0
21	21	1.0
35	21	17.0
3	21	47.0
20	22	56.0
9	22	28.0
21	22	18.0
45	23	1.0
16	23	3.0
26	23	2.0
43	23	19.0
4	23	3.0
5	23	1.0
44	23	5.0
25	23	7.0
3	23	58.0
42	23	7.0
