character	scene	value
2	1	4.0
1	1	28.0
4	1	41.0
3	1	29.0
2	2	22.0
5	2	79.0
4	3	17.0
3	3	26.0
8	3	2.0
2	3	20.0
1	3	25.0
6	3	9.0
7	3	2.0
9	3	3.0
1	4	62.0
10	4	8.0
7	4	24.0
12	4	2.0
11	4	7.0
16	5	7.0
15	5	17.0
13	5	25.0
14	5	1.0
2	5	35.0
1	5	14.0
17	5	4.0
18	6	4.0
13	6	27.0
14	6	26.0
10	6	17.0
19	6	6.0
11	6	22.0
20	7	13.0
16	7	2.0
13	7	29.0
15	7	21.0
21	7	5.0
17	7	2.0
3	7	32.0
22	8	63.0
23	8	38.0
13	9	5.0
10	9	5.0
11	9	5.0
3	9	87.0
25	10	17.0
1	10	67.0
24	10	7.0
7	10	6.0
23	10	5.0
20	11	4.0
13	11	7.0
15	11	14.0
3	11	26.0
1	11	50.0
7	11	2.0
18	12	10.0
14	12	39.0
26	12	6.0
28	12	6.0
27	12	42.0
20	13	2.0
7	13	8.0
13	13	4.0
15	13	5.0
3	13	12.0
1	13	40.0
29	13	7.0
32	13	3.0
30	13	2.0
19	13	4.0
24	13	15.0
31	13	3.0
1	14	62.0
14	14	32.0
15	14	7.0
13	15	57.0
33	15	36.0
7	15	9.0
33	16	33.0
20	16	4.0
7	16	9.0
3	16	37.0
13	16	19.0
18	17	17.0
34	17	84.0
36	18	5.0
1	18	81.0
35	18	11.0
34	18	6.0
20	19	10.0
15	19	10.0
29	19	8.0
3	19	64.0
34	19	10.0
