character	scene	value
6	1	2.0
5	1	3.0
8	1	5.0
4	1	2.0
3	1	2.0
2	1	14.0
12	1	16.0
1	1	17.0
10	1	4.0
13	1	2.0
11	1	5.0
7	1	28.0
9	1	7.0
5	2	28.0
4	2	8.0
15	2	2.0
3	2	12.0
14	2	6.0
2	2	47.0
16	3	45.0
17	3	6.0
9	3	50.0
8	4	9.0
2	4	55.0
12	4	30.0
9	4	8.0
3	5	20.0
14	5	12.0
5	5	31.0
1	5	39.0
5	6	12.0
8	6	2.0
19	6	4.0
7	6	13.0
3	6	22.0
14	6	4.0
12	6	13.0
1	6	3.0
13	6	3.0
18	6	2.0
9	6	26.0
3	7	27.0
19	7	22.0
5	7	23.0
1	7	30.0
5	8	50.0
9	8	50.0
21	9	20.0
20	9	16.0
12	9	5.0
13	9	3.0
7	9	57.0
11	9	3.0
1	10	29.0
3	10	21.0
19	10	3.0
5	10	22.0
9	10	27.0
22	11	18.0
7	11	69.0
23	11	14.0
27	12	17.0
24	12	27.0
26	12	7.0
28	12	1.0
25	12	49.0
32	13	2.0
29	13	25.0
12	13	28.0
1	13	35.0
30	13	8.0
13	13	3.0
31	13	4.0
24	14	43.0
26	14	16.0
4	14	4.0
35	14	6.0
33	14	1.0
25	14	15.0
32	14	13.0
34	14	6.0
26	15	4.0
1	15	97.0
24	16	17.0
37	16	11.0
38	16	14.0
36	16	13.0
1	16	43.0
30	16	4.0
33	16	2.0
35	17	81.0
39	17	20.0
24	18	30.0
40	18	7.0
34	18	7.0
25	18	59.0
26	19	9.0
7	19	46.0
41	19	3.0
1	19	22.0
30	19	2.0
33	19	14.0
32	19	7.0
24	20	50.0
44	20	2.0
4	20	16.0
43	20	3.0
25	20	14.0
42	20	6.0
34	20	12.0
24	21	16.0
26	21	5.0
4	21	2.0
1	21	34.0
30	21	2.0
25	21	7.0
7	21	34.0
11	21	4.0
24	22	25.0
26	22	20.0
46	22	1.0
45	22	1.0
4	22	1.0
3	22	1.0
1	22	30.0
30	22	1.0
33	22	6.0
25	22	17.0
30	23	4.0
24	23	8.0
33	23	24.0
1	23	65.0
24	24	68.0
26	24	16.0
25	24	16.0
24	25	8.0
14	25	3.0
12	25	62.0
30	25	10.0
13	25	15.0
33	25	5.0
24	26	27.0
26	26	8.0
12	26	37.0
30	26	2.0
33	26	2.0
13	26	15.0
25	26	14.0
7	27	53.0
25	27	48.0
35	28	3.0
24	28	66.0
26	28	14.0
25	28	20.0
