character	scene	value
1	1	26.0
4	1	9.0
3	1	13.0
5	1	40.0
2	1	14.0
9	2	9.0
6	2	33.0
10	2	34.0
7	2	12.0
8	2	14.0
13	3	2.0
15	3	3.0
16	3	13.0
4	3	21.0
17	3	7.0
11	3	4.0
14	3	6.0
12	3	3.0
2	3	47.0
19	4	4.0
18	4	17.0
22	4	2.0
21	4	61.0
5	4	4.0
20	4	14.0
23	4	1.0
21	5	83.0
10	5	18.0
6	6	71.0
10	6	10.0
8	6	13.0
7	6	7.0
9	7	5.0
1	7	8.0
6	7	15.0
10	7	15.0
27	7	2.0
25	7	5.0
7	7	10.0
26	7	8.0
8	7	5.0
21	7	24.0
28	7	5.0
24	7	5.0
21	8	48.0
1	8	17.0
29	8	2.0
5	8	15.0
26	8	20.0
21	9	39.0
30	9	53.0
5	9	8.0
31	9	2.0
32	10	34.0
33	10	9.0
36	10	9.0
37	10	3.0
35	10	20.0
34	10	28.0
32	11	29.0
39	11	4.0
38	11	69.0
32	12	5.0
43	12	5.0
44	12	1.0
42	12	1.0
41	12	3.0
16	12	5.0
4	12	16.0
35	12	13.0
34	12	3.0
3	12	8.0
40	12	20.0
2	12	25.0
9	13	4.0
1	13	11.0
10	13	22.0
47	13	3.0
6	13	4.0
46	13	2.0
8	13	5.0
26	13	7.0
7	13	1.0
21	13	41.0
29	13	3.0
45	13	3.0
9	14	4.0
6	14	14.0
10	14	63.0
7	14	8.0
26	14	14.0
21	15	27.0
48	15	23.0
36	15	18.0
40	15	32.0
2	15	3.0
48	16	8.0
36	16	6.0
21	16	17.0
4	16	1.0
49	16	5.0
35	16	3.0
34	16	3.0
3	16	8.0
47	16	3.0
40	16	33.0
2	16	19.0
21	17	52.0
50	17	49.0
5	18	12.0
49	18	51.0
51	18	38.0
34	19	37.0
29	19	5.0
51	19	59.0
21	20	44.0
52	20	57.0
21	21	72.0
52	21	29.0
9	22	5.0
10	22	17.0
53	22	2.0
6	22	12.0
51	22	32.0
26	22	4.0
21	22	33.0
54	23	19.0
55	23	2.0
3	23	10.0
40	23	41.0
2	23	30.0
56	24	24.0
6	24	34.0
10	24	24.0
7	24	10.0
26	24	10.0
57	25	17.0
10	25	17.0
49	25	5.0
8	25	10.0
33	25	52.0
58	26	14.0
10	26	23.0
6	26	10.0
7	26	7.0
8	26	3.0
54	26	11.0
49	26	27.0
35	26	9.0
3	27	2.0
2	27	11.0
40	27	33.0
33	27	56.0
