character	scene	value
2	1	40.0
3	1	7.0
4	1	2.0
6	1	6.0
1	1	45.0
5	1	1.0
7	1	2.0
9	2	23.0
10	2	25.0
2	2	4.0
8	2	33.0
4	2	18.0
12	3	26.0
11	3	43.0
13	3	33.0
8	4	14.0
16	4	3.0
4	4	31.0
13	4	3.0
12	4	20.0
15	4	3.0
14	4	7.0
11	4	21.0
19	5	3.0
17	5	35.0
13	5	4.0
18	5	23.0
1	5	38.0
2	6	24.0
21	6	9.0
22	6	2.0
4	6	20.0
20	6	10.0
11	6	16.0
8	6	21.0
23	7	37.0
15	7	43.0
11	7	18.0
24	7	4.0
9	8	34.0
28	8	4.0
21	8	6.0
4	8	19.0
26	8	2.0
25	8	1.0
27	8	1.0
8	8	37.0
9	9	68.0
29	9	2.0
4	9	20.0
21	9	12.0
30	10	15.0
2	10	11.0
8	10	12.0
4	10	43.0
20	10	12.0
31	10	6.0
11	10	4.0
17	11	29.0
32	11	41.0
18	11	31.0
33	11	1.0
34	12	60.0
35	12	4.0
36	12	3.0
27	12	31.0
37	12	6.0
38	13	1.0
8	13	41.0
22	13	21.0
29	13	1.0
13	13	15.0
39	13	2.0
23	13	9.0
40	13	11.0
20	13	4.0
41	14	8.0
42	14	22.0
40	14	40.0
8	14	32.0
30	15	1.0
44	15	1.0
2	15	2.0
8	15	25.0
43	15	16.0
22	15	23.0
20	15	3.0
40	15	21.0
41	15	2.0
31	15	10.0
11	15	1.0
11	16	19.0
45	16	38.0
46	16	44.0
47	17	4.0
40	17	69.0
8	17	29.0
