scene	numLines
I.1	30
I.2	11
I.3	0
II.1	31
II.2	0
II.3	40
III.1	0
III.2	3
III.3	0
III.4	0
III.5	12
IV.1	68
IV.2	0
V.1	108
V.2	0
V.3	0
V.4	25
