scene	numLines
I.1	0
I.2	3
I.3	0
I.4	0
II.1	1
II.2	20
II.3	12
II.4	0
III.1	5
III.2	4
IV.1	0
IV.2	88
IV.3	17
IV.4	0
IV.5	0
IV.6	0
V.1	13
