scene	numLines
I.1	1
I.2	0
I.3	0
I.4	0
I.5	0
II.1	14
II.2	31
II.3	0
II.4	12
III.1	0
III.2	0
III.3	0
III.4	0
III.5	11
III.6	0
III.7	39
IV.1	0
IV.2	0
IV.3	0
IV.4	0
IV.5	0
IV.6	0
IV.7	0
V.1	0
V.2	0
V.3	0
