scene	numLines
I.1	0
I.2	0
I.3	0
I.4	0
II.1	28
II.2	105
II.3	0
III.1	0
III.2	35
III.3	26
III.4	0
III.5	26
IV.1	0
IV.2	46
IV.3	0
IV.4	11
IV.5	0
IV.6	0
V.1	2
V.2	0
V.3	0
V.4	0
V.5	26
