scene	numLines
I.1	47
I.2	0
I.3	0
I.4	0
II.1	16
II.2	0
II.3	17
III.1	13
III.2	7
III.3	0
III.4	9
III.5	0
IV.1	0
IV.2	3
IV.3	0
IV.4	0
IV.5	0
IV.6	0
V.1	0
V.2	3
V.3	0
V.4	0
V.5	0
