scene	numLines
I.1	107
I.2	27
I.3	87
II.1	151
II.2	0
II.3	213
III.1	5
III.2	1
III.3	219
III.4	9
IV.1	133
IV.2	59
IV.3	0
V.1	74
V.2	12
