scene	numLines
I.1	0
I.2	0
I.3	28
I.4	0
I.5	19
II.1	0
II.2	0
II.3	36
II.4	0
II.5	17
III.1	0
III.2	15
III.3	0
III.4	21
IV.1	0
IV.2	5
IV.3	0
V.1	0
