scene	numLines
I.1	0
I.2	0
I.3	0
I.4	0
I.5	58
II.1	0
II.2	0
II.3	31
II.4	25
II.5	0
III.1	35
III.2	0
III.3	0
III.4	0
IV.1	16
IV.2	72
IV.3	0
V.1	71
