scene	numLines
I.1	0
I.2	0
I.3	0
II.1	0
II.2	0
II.3	16
II.4	0
II.5	4
II.6	18
II.7	0
II.8	0
II.9	0
III.1	0
III.2	7
III.3	0
III.4	1
III.5	26
IV.1	0
IV.2	0
V.1	14
