scene	numLines
I.1	0
I.2	0
I.3	0
II.1	0
II.2	108
II.3	5
II.4	5
II.5	14
II.6	0
II.7	0
II.8	0
II.9	0
III.1	0
III.2	0
III.3	0
III.4	0
III.5	29
IV.1	0
IV.2	0
V.1	7
