name,color
King Henry Iv,"d3.hsl(185, 1, 0.2)"
Westmoreland,"d3.hsl(185, 1, 0.221428571429)"
Falstaff,"d3.hsl(185, 1, 0.242857142857)"
Prince Henry,"d3.hsl(185, 1, 0.264285714286)"
Poins,"d3.hsl(185, 1, 0.285714285714)"
Earl Of Worcester,"d3.hsl(185, 1, 0.307142857143)"
Northumberland,"d3.hsl(185, 1, 0.328571428571)"
Hotspur,"d3.hsl(185, 1, 0.35)"
Sir Walter Blunt,"d3.hsl(185, 1, 0.371428571429)"
First Carrier,"d3.hsl(185, 1, 0.392857142857)"
Ostler,"d3.hsl(185, 1, 0.414285714286)"
Second Carrier,"d3.hsl(185, 1, 0.435714285714)"
Gadshill,"d3.hsl(185, 1, 0.457142857143)"
Chamberlain,"d3.hsl(185, 1, 0.478571428571)"
Bardolph,"d3.hsl(185, 1, 0.5)"
Peto,"d3.hsl(185, 1, 0.521428571429)"
First Traveller,"d3.hsl(185, 1, 0.542857142857)"
Thieves,"d3.hsl(185, 1, 0.564285714286)"
Travellers,"d3.hsl(185, 1, 0.585714285714)"
Lady Percy,"d3.hsl(185, 1, 0.607142857143)"
Servant,"d3.hsl(185, 1, 0.628571428571)"
Francis,"d3.hsl(185, 1, 0.65)"
Vintner,"d3.hsl(185, 1, 0.671428571429)"
Hostess,"d3.hsl(185, 1, 0.692857142857)"
Sheriff,"d3.hsl(185, 1, 0.714285714286)"
Carrier,"d3.hsl(185, 1, 0.735714285714)"
Mortimer,"d3.hsl(185, 1, 0.757142857143)"
Glendower,"d3.hsl(185, 1, 0.778571428571)"
Earl Of Douglas,"d3.hsl(185, 1, 0.8)"
Messenger,"d3.hsl(185, 1, 0.821428571429)"
Vernon,"d3.hsl(185, 1, 0.842857142857)"
Worcester,"d3.hsl(185, 1, 0.864285714286)"
Archbishop Of York,"d3.hsl(185, 1, 0.885714285714)"
Sir Michael,"d3.hsl(185, 1, 0.907142857143)"
Lancaster,"d3.hsl(185, 1, 0.928571428571)"
