scene	numLines
I.1	0
I.2	7
I.3	52
I.4	0
I.5	0
II.1	0
II.2	0
III.1	0
III.2	0
III.3	0
III.4	0
IV.1	0
IV.2	0
IV.3	0
IV.4	0
IV.5	47
IV.6	0
IV.7	47
V.1	18
V.2	35
