scene	numLines
I.1	0
I.2	38
I.3	115
II.1	30
II.2	0
II.3	57
III.1	0
III.2	5
III.3	201
III.4	53
IV.1	101
IV.2	71
IV.3	5
V.1	8
V.2	203
