Act1_S1	107
Act1_S2	27
Act1_S3	87
Act2_S1	151
Act2_S2	0
Act2_S3	213
Act3_S1	5
Act3_S2	1
Act3_S3	219
Act3_S4	9
Act4_S1	133
Act4_S2	59
Act4_S3	0
Act5_S1	74
Act5_S2	12
