character	scene	value
1	1	47
2	1	10
3	1	43
4	1	7
5	1	17
6	1	25
7	1	30
8	2	15
9	2	12
10	2	69
11	2	16
12	2	49
13	3	5
2	3	22
14	3	2
15	3	1
16	3	5
17	3	3
18	3	7
19	3	2
6	3	44
20	4	6
21	4	0
22	4	74
23	4	17
5	4	4
24	4	13
25	4	1
22	5	35
12	5	9
12	6	4
10	6	22
11	6	4
8	6	2
26	7	5
1	7	6
9	7	3
12	7	14
10	7	11
11	7	4
27	7	6
22	7	21
8	7	9
28	7	4
29	7	9
22	8	29
1	8	11
30	8	1
5	8	9
27	8	13
22	9	38
5	9	5
31	9	39
32	9	1
33	10	45
34	10	10
35	10	10
36	10	4
37	10	22
38	10	38
39	11	4
40	11	80
33	11	45
41	12	3
33	12	2
42	12	2
2	12	40
43	12	14
44	12	45
37	12	28
38	12	4
7	12	16
18	12	11
14	12	5
6	12	50
12	13	26
9	13	5
1	13	16
8	13	1
10	13	4
45	13	5
11	13	9
27	13	8
22	13	63
26	13	6
30	13	5
46	13	5
12	14	73
9	14	1
10	14	19
27	14	5
8	14	4
22	15	12
47	15	10
35	15	10
44	15	14
6	15	1
47	16	17
48	16	9
22	16	31
35	16	9
44	16	66
37	16	3
38	16	10
7	16	14
46	16	4
6	16	40
22	17	31
49	17	29
5	18	7
48	18	27
50	18	20
38	19	17
30	19	2
50	19	28
22	20	23
51	20	32
22	21	41
51	21	16
12	22	15
52	22	1
10	22	14
9	22	4
27	22	3
50	22	30
22	22	35
53	23	0
44	23	42
2	23	12
6	23	11
8	24	2
10	24	8
54	24	5
27	24	1
12	24	6
12	25	40
55	25	55
48	25	11
11	25	18
34	25	100
56	26	21
2	26	18
12	26	37
10	26	15
8	26	5
48	26	64
37	26	14
7	27	2
6	27	12
44	27	32
34	27	59
