character	scene	value
1	1	73
2	1	79
3	1	50
4	1	8
5	2	56
4	2	16
2	3	52
3	3	82
4	3	57
1	3	101
6	3	5
7	3	7
8	3	5
9	3	13
1	4	40
10	4	5
11	4	2
6	4	14
12	4	4
13	5	8
14	5	55
4	5	108
1	5	44
15	5	74
16	5	20
17	6	5
18	6	36
10	6	25
15	6	42
19	6	10
12	6	33
13	7	1
14	7	38
3	7	60
20	7	17
15	7	46
21	7	8
16	7	1
22	8	16
23	8	9
3	9	36
10	9	2
15	9	1
12	9	2
1	10	143
24	10	36
6	10	12
23	10	11
25	10	14
1	11	108
14	11	72
3	11	16
20	11	8
6	11	3
15	11	12
18	12	59
26	12	5
27	12	39
28	12	10
29	13	22
1	13	141
14	13	9
3	13	45
30	13	8
31	13	8
20	13	10
32	13	4
6	13	32
15	13	11
19	13	11
25	13	48
1	14	66
18	14	33
14	14	7
5	15	53
6	15	9
15	15	63
20	16	6
5	16	47
6	16	10
33	16	76
15	16	19
17	17	2
34	17	10
35	18	8
36	18	12
37	18	99
34	18	7
20	19	5
14	19	6
33	19	38
32	19	4
34	19	5
