scene	numLines
I.1	26
I.2	0
I.3	9
I.4	0
II.1	36
II.2	0
II.3	27
II.4	0
III.1	43
III.2	76
III.3	16
IV.1	0
IV.2	0
IV.3	0
IV.4	17
IV.5	0
IV.6	0
IV.7	0
IV.8	0
IV.9	31
IV.10	0
V.1	33
V.2	1
V.3	0
