scene	numLines
I.1	15
I.2	0
I.3	7
I.4	0
II.1	0
II.2	16
II.3	0
II.4	0
III.1	0
III.2	64
III.3	3
IV.1	0
IV.2	0
IV.3	0
IV.4	0
IV.5	0
IV.6	0
IV.7	0
IV.8	0
IV.9	0
IV.10	0
V.1	8
V.2	12
V.3	6
