scene	numLines
I.1	105
I.2	9
I.3	0
I.4	0
II.1	0
II.2	40
II.3	0
II.4	0
III.1	0
III.2	54
IV.1	0
IV.2	0
V.1	0
V.2	0
V.3	4
V.4	0
V.5	0
