scene	numLines
I.1	0
I.2	0
I.3	28
II.1	0
II.2	0
II.3	0
II.4	0
III.1	0
III.2	0
IV.1	16
IV.2	13
IV.3	0
IV.4	0
IV.5	0
V.1	0
V.2	0
V.3	0
V.4	0
V.5	0
