scene	numLines
I.1	0
I.2	0
I.3	0
II.1	0
II.2	14
II.3	0
II.4	9
III.1	0
III.2	21
IV.1	0
IV.2	0
IV.3	1
IV.4	0
IV.5	0
V.1	1
V.2	0
V.3	5
V.4	0
V.5	0
