scene	numLines
I.1	60
I.2	37
I.3	0
II.1	0
II.2	0
II.3	23
II.4	0
II.5	0
II.6	15
II.7	32
III.1	0
III.2	58
III.3	0
III.4	0
III.5	0
IV.1	36
IV.2	0
IV.3	0
V.1	0
V.2	25
V.3	0
V.4	11
