scene	numLines
I.1	0
I.2	0
I.3	0
I.4	0
I.5	0
II.1	0
II.2	0
II.3	72
II.4	0
II.5	0
II.6	18
III.1	0
III.2	0
III.3	87
III.4	0
III.5	0
IV.1	56
IV.2	0
IV.3	0
IV.4	0
IV.5	25
V.1	0
V.2	17
V.3	76
