scene	numLines
I.1	49
II.1	104
III.1	34
III.2	3
III.3	67
III.4	0
IV.1	0
IV.2	121
IV.3	0
V.1	27
V.2	0
V.3	8
V.4	0
V.5	0
V.6	0
V.7	28
