scene	numLines
I.1	50
I.2	0
I.3	0
II.1	106
II.2	0
II.3	7
III.1	11
III.2	0
III.3	0
III.4	17
III.5	0
IV.1	49
IV.2	0
V.1	0
V.2	20
V.3	0
V.4	10
