scene	numLines
I.1	0
I.2	0
I.3	0
I.4	0
I.5	114
II.1	0
II.2	0
II.3	0
II.4	0
II.5	0
III.1	53
III.2	0
III.3	0
III.4	45
IV.1	17
IV.2	0
IV.3	12
V.1	67
