scene	numLines
I.1	20
I.2	0
I.3	0
I.4	0
II.1	24
II.2	0
II.3	6
III.1	13
III.2	11
III.3	10
III.4	8
III.5	0
IV.1	0
IV.2	7
IV.3	0
IV.4	21
IV.5	0
IV.6	0
V.1	0
V.2	7
V.3	0
V.4	0
V.5	18
