scene	numLines
I.1	5
I.2	0
I.3	1
I.4	0
II.1	0
II.2	4
II.3	0
III.1	0
III.2	0
III.3	0
III.4	0
III.5	4
IV.1	0
IV.2	0
IV.3	4
IV.4	0
IV.5	5
IV.6	0
V.1	0
V.2	0
V.3	0
V.4	0
V.5	0
