scene	numLines
I.1	1
I.2	0
I.3	37
I.4	0
I.5	0
II.1	0
II.2	0
II.3	0
II.4	0
II.5	0
II.6	0
III.1	11
III.2	0
III.3	0
III.4	2
III.5	37
IV.1	0
IV.2	3
IV.3	3
IV.4	3
IV.5	13
V.1	0
V.2	0
V.3	5
