scene	numLines
I.1	24
I.2	0
I.3	42
I.4	0
I.5	0
I.6	0
II.1	0
II.2	0
II.3	0
II.4	0
II.5	0
III.1	51
III.2	0
III.3	0
III.4	1
IV.1	37
IV.2	0
IV.3	0
IV.4	0
IV.5	0
IV.6	0
IV.7	0
V.1	18
V.2	0
V.3	0
V.4	0
V.5	11
