scene	numLines
I.1	0
I.2	0
I.3	0
I.4	67
I.5	32
I.6	0
II.1	20
II.2	29
II.3	33
II.4	0
II.5	0
III.1	0
III.2	56
III.3	0
III.4	12
IV.1	33
IV.2	29
IV.3	0
IV.4	0
IV.5	24
IV.6	41
IV.7	31
V.1	0
V.2	0
V.3	0
V.4	0
V.5	0
