scene	numLines
I.1	0
I.2	79
I.3	0
I.4	19
II.1	0
II.2	35
II.3	0
II.4	95
III.1	0
III.2	61
IV.1	0
IV.2	0
V.1	85
V.2	13
V.3	51
V.4	0
V.5	23
